This file was created by CMPT_ME_RETS using the 202309 CRSP database.  It contains,,,,,,,,,,,,,,,,,,,
value- and equal-weighted returns for size portfolios.  Each record contains returns for:,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Negative (not used)  30%  40%  30%     5 Quintiles    10 Deciles,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
The portfolios are constructed at the end of Jun.  The annual returns are from January,,,,,,,,,,,,,,,,,,,
to December.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
Missing data are indicated by -99.99 or -999.,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
  Equal Weight Returns -- Monthly,,,,,,,,,,,,,,,,,,,
Date,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,02-Dec,03-Dec,04-Dec,05-Dec,06-Dec,07-Dec,08-Dec,09-Dec,Hi 10
199008,-99.99,-11.72,-12.13,-9.77,-11.52,-13.1,-12.29,-10.37,-9.4,-11.02,-13.96,-13.31,-12.82,-12.79,-11.65,-10.33,-10.42,-9.87,-8.89
199009,-99.99,-8.16,-9.23,-6.96,-8,-9.74,-9.49,-7.44,-6.19,-7.62,-9.86,-9.43,-10.17,-10.34,-8.42,-6.65,-8.32,-7.13,-5.2
199010,-99.99,-6.77,-5.3,-2.28,-6.87,-5.83,-5.84,-3.14,-1.78,-6.94,-6.55,-5.94,-5.69,-7.01,-4.38,-3.11,-3.17,-3.42,-0.06
199011,-99.99,1.95,9.38,9.88,1.15,8.22,10.4,9.92,9.28,0.44,4.49,8.21,8.24,10.82,9.88,8.97,10.93,11.71,6.73
199012,-99.99,-1.92,4.91,3.95,-2.56,3.73,5.08,4.4,3.91,-3.17,0.31,2.99,4.75,4.9,5.31,4.75,4.03,4.5,3.29
199101,-99.99,9.57,8.44,6.24,9.59,9.14,8.73,6.74,6.19,9.61,9.52,9.44,8.72,9.69,7.55,7.1,6.34,7.19,5.14
199102,-99.99,14.95,11.76,7.98,15.35,12.82,10.52,9.69,7.37,15.44,14.93,11.86,14.15,11.26,9.6,10.29,9.05,8.48,6.2
199103,-99.99,9.58,4.94,3.06,9.87,6.79,4.77,3.84,2.37,10.68,6.16,7.43,5.91,5.08,4.4,3.43,4.27,2.58,2.15
199104,-99.99,4.1,0.43,1.09,4.61,0.17,0.78,0.85,0.87,5.55,0.35,0.26,0.06,1.09,0.4,0.26,1.49,1.91,-0.21
199105,-99.99,2.68,3.67,4.84,2.5,3.69,3.61,4.91,4.69,2.33,3.27,4.03,3.21,3.4,3.87,4.73,5.1,5.29,4.07
199106,-99.99,-3.23,-4.16,-5.25,-3.14,-4.19,-3.95,-4.5,-5.32,-2.77,-4.77,-3.93,-4.54,-3.83,-4.1,-3.92,-5.13,-5.9,-4.71
199107,-99.99,3.2,4.73,4.67,3.14,3.77,5.16,4.68,4.79,2.85,4.24,3.59,4.04,5.01,5.36,4.9,4.47,4.81,4.77
199108,-99.99,3.08,3.78,2.67,3.08,3.35,4.35,2.33,2.81,2.83,4,3.06,3.81,4.66,3.95,2.22,2.44,2.66,2.97
199109,-99.99,1.33,-0.39,-1.12,1.36,0.61,-0.47,-0.74,-1.38,1.34,1.45,1.07,-0.08,-0.28,-0.71,-0.78,-0.69,-1.03,-1.75
199110,-99.99,2.81,2,1.88,2.96,1.86,2.34,1.7,1.6,2.69,3.96,1.74,2.04,2.45,2.19,1.06,2.33,2.1,1.08
199111,-99.99,-1.93,-4.39,-4.2,-1.52,-4.59,-4.64,-3.84,-4.36,-0.71,-4.51,-4.73,-4.38,-5.07,-4.08,-3.74,-3.94,-5,-3.69
199112,-99.99,1.56,9.86,11.4,0.82,7.42,10.73,10.53,11.53,-0.26,4.75,6.61,8.66,10.45,11.09,9.86,11.19,11.68,11.38
199201,-99.99,20.63,5.7,0.43,22.18,9.18,5.7,1.77,-0.49,24.36,14.32,10.05,7.86,6.01,5.3,1.59,1.95,0.54,-1.56
199202,-99.99,6.99,2.66,1.85,7.63,2.65,2.91,2.02,1.8,8.57,4.26,2.67,2.61,2.5,3.43,2.1,1.94,2.43,1.16
199203,-99.99,-0.52,-2.71,-2.37,-0.12,-3.28,-2.26,-2.73,-2.05,0.88,-3.7,-3.19,-3.43,-2.27,-2.26,-2.54,-2.91,-2.29,-1.8
199204,-99.99,-4.42,-1.82,1.94,-4.44,-3.86,-1.47,0.6,2.33,-4.42,-4.51,-4.29,-3.19,-1.03,-2.03,-0.11,1.3,2.23,2.43
199205,-99.99,0.35,0.98,0.71,0.35,0.58,1.02,0.81,0.74,0.38,0.23,0.36,0.93,0.86,1.21,0.97,0.66,0.83,0.65
199206,-99.99,-4.61,-3.24,-1.64,-4.59,-4.34,-3.08,-2.12,-1.61,-4.33,-5.49,-4.67,-3.83,-3.41,-2.67,-2.55,-1.69,-1.67,-1.54
199207,-99.99,2.33,3.92,4.28,2.07,3.82,4.42,4.1,4.05,1.75,3.17,4.1,3.41,3.93,5,3.56,4.67,4.22,3.88
199208,-99.99,-2.8,-2.69,-2.17,-2.84,-2.49,-3.02,-2.24,-2.2,-2.83,-2.88,-2.56,-2.38,-3.42,-2.55,-2.36,-2.1,-2.39,-2
199209,-99.99,1.18,1.93,1.94,0.91,2.54,2.34,1.32,2.13,0.85,1.09,3.04,1.82,1.76,3.03,1.05,1.6,2.68,1.55
199210,-99.99,1.89,3.59,2.08,1.64,3.58,3.81,3.07,1.44,1.16,3.23,3.56,3.62,4.23,3.3,2.93,3.22,1.91,0.95
199211,-99.99,8.08,7.01,4.32,8,8.29,7.35,4.75,3.96,7.12,10.84,8.6,7.82,7.61,7.05,4.55,4.95,4.53,3.36
199212,-99.99,4.19,3.36,1.97,4.41,2.96,3.51,2.97,1.45,4.91,2.8,2.71,3.33,3.18,3.9,3.04,2.9,1.31,1.6
199301,-99.99,8.84,2.39,1.7,9.61,3.22,2.67,2.05,1.23,11.31,4.12,3.76,2.43,2.56,2.79,1.6,2.54,1.88,0.55
199302,-99.99,-1.55,-1.64,0.77,-1.42,-2.37,-1.85,0.13,1.13,-0.59,-4.05,-2.44,-2.27,-1.81,-1.9,0.12,0.14,0.92,1.35
199303,-99.99,2.86,2.97,2.77,2.92,2.23,3.65,3.24,2.53,3.12,2.31,2.48,1.86,2.93,4.51,3.3,3.18,3.06,1.98
199304,-99.99,-1.49,-2.96,-2.59,-1.23,-3.06,-3.22,-2.7,-2.35,-0.48,-3.6,-3.18,-2.87,-3.73,-2.6,-2.41,-3,-2.8,-1.88
199305,-99.99,4.25,4.34,2.7,4.12,4.7,4.84,3.58,2.15,3.99,4.52,5.12,4.09,4.96,4.7,3.49,3.68,2.21,2.08
199306,-99.99,1.67,0.48,0.55,2,-0.16,0.43,1.14,0.14,2.87,-0.74,-0.46,0.27,1.17,-0.44,1,1.28,0,0.29
199307,-99.99,1.57,0.8,0.13,1.61,1.19,0.69,0.28,0.21,1.71,1.3,1.28,1.05,1.47,-0.16,0.58,-0.02,0.85,-0.44
199308,-99.99,3.82,4.63,4.52,3.69,4.96,4.29,4.91,3.89,3.5,4.22,4.73,5.29,3.84,4.77,4.23,5.6,3.92,3.85
199309,-99.99,3.33,2.34,-0.03,3.46,2.98,1.92,0.43,-0.2,3.91,2.21,2.4,3.82,2.23,1.58,0.58,0.27,-0.24,-0.16
199310,-99.99,5.17,1.28,1.1,5.33,2.95,1.37,1.01,1.04,5.73,4.21,4.03,1.41,2.29,0.37,0.8,1.22,0.72,1.36
199311,-99.99,-2.48,-2.95,-1.57,-2.38,-3.29,-2.38,-2.77,-1.24,-2.2,-2.89,-3.15,-3.49,-2.61,-2.12,-3.39,-2.14,-1.27,-1.21
199312,-99.99,0.22,4.09,2.53,-0.14,3.1,4.47,4.02,1.73,-0.58,1.1,2.79,3.54,4.75,4.16,4.16,3.89,2.56,0.89
199401,-99.99,5.77,2.53,2.92,6.04,3.23,2.36,3.2,2.88,6.77,4.02,3.89,2.29,1.83,2.94,3.39,3,2.74,3.02
199402,-99.99,-0.49,-0.6,-2.22,-0.49,-0.75,0.23,-1.59,-2.63,-0.31,-0.98,-0.46,-1.16,0.78,-0.36,-1.65,-1.52,-2.01,-3.26
199403,-99.99,-4.13,-4.86,-4.2,-3.82,-6,-4.62,-4.5,-3.91,-3.37,-5.04,-6.38,-5.47,-4.24,-5.03,-4.32,-4.69,-3.55,-4.27
199404,-99.99,-1.9,0.11,0.77,-2.12,-0.23,-0.13,0.79,0.89,-2.41,-1.32,-0.37,-0.03,-0.21,-0.03,1.02,0.57,0.51,1.28
199405,-99.99,-0.14,-0.88,0.98,-0.08,-0.66,-0.88,-0.25,1.26,0.2,-0.82,-0.55,-0.81,-1.36,-0.36,-0.99,0.49,0.48,2.05
199406,-99.99,-2.85,-2.41,-2.73,-2.74,-3.03,-2.41,-2.86,-2.52,-2.26,-4.05,-3.57,-2.29,-2.73,-2.06,-2.65,-3.08,-2.78,-2.26
199407,-99.99,0.95,2.7,3.09,0.76,2.22,2.8,3.58,3.06,0.85,0.49,2.54,1.73,2.3,3.44,3.95,3.14,3.45,2.64
199408,-99.99,3.31,6.21,4.74,3.01,6.18,6.18,5.16,4.56,2.42,4.74,5.71,6.87,7.02,5.12,5.24,5.07,4.76,4.35
199409,-99.99,1.52,-0.96,-2.55,1.62,0.18,-0.76,-2.03,-2.79,1.77,1.18,0.73,-0.63,-0.67,-0.86,-1.96,-2.11,-2.77,-2.82
199410,-99.99,-0.04,-0.04,1.33,-0.01,-0.51,0.28,0.36,1.92,-0.1,0.24,-0.29,-0.82,-0.65,1.45,0.43,0.28,1.67,2.18
199411,-99.99,-4.37,-4.56,-3.75,-4.43,-3.97,-4.6,-4.49,-3.91,-4.68,-3.69,-3.95,-4,-3.94,-5.43,-5.36,-3.48,-4.27,-3.52
199412,-99.99,-2.3,2.25,0.93,-2.76,1.54,2.76,1.29,0.94,-3.38,-0.97,1.3,1.89,2.99,2.47,1.62,0.91,0.72,1.16
199501,-99.99,4.19,-0.45,2.67,4.68,-0.25,-0.94,1.71,3.04,5.38,2.67,0.23,-0.96,-1.75,0.09,1.45,2.01,2.98,3.11
199502,-99.99,2.62,4.69,4.62,2.49,3.67,5.03,4.97,4.69,1.99,3.93,3.62,3.74,4.44,5.78,5.37,4.51,5.76,3.57
199503,-99.99,1.63,2.24,2.61,1.42,2.81,2.04,2.67,2.75,1.49,1.21,3.31,2.08,2.37,1.63,2.94,2.36,3.31,2.17
199504,-99.99,2.54,1.97,1.56,2.6,2.1,1.75,1.64,1.94,2.59,2.6,2.11,2.1,2.16,1.25,2.29,0.88,1.59,2.31
199505,-99.99,1.78,1.8,3.68,1.79,1.71,1.63,2.57,4.18,1.76,1.89,1.72,1.68,1.18,2.21,2.38,2.79,3.81,4.55
199506,-99.99,6.08,4.44,2.6,6.17,5.43,3.7,3.95,2.26,6.71,4.63,5.41,5.46,3.5,3.95,4.58,3.21,2.28,2.23
199507,-99.99,6.16,6.43,4.25,6.15,6.59,6.07,5.74,3.61,5.82,7.26,6.23,7.21,6.24,5.87,6.1,5.33,3.94,3.27
199508,-99.99,4.28,1.81,1.52,4.63,2.01,1.88,1.39,1.5,4.8,4.04,1.96,2.1,2.38,1.26,1.25,1.56,2.09,0.86
199509,-99.99,3.01,1.83,2.96,3.22,1.66,1.61,2.37,3.38,3.41,2.56,1.6,1.76,1.64,1.58,2.47,2.25,2.53,4.29
199510,-99.99,-4.92,-3.93,-1.98,-4.65,-6.68,-3.31,-2.21,-1.29,-4.7,-4.49,-6.72,-6.63,-4.32,-2.09,-1.4,-3.13,-2.27,-0.24
199511,-99.99,0.47,4.68,4.94,-0.09,4.56,4.43,4.55,5.19,-0.81,2.33,4.21,5.16,3.42,5.65,4.58,4.51,5.49,4.87
199512,-99.99,0.6,1.52,0.46,0.33,2.34,1.69,-0.28,1.07,-0.13,1.9,2.37,2.3,0.94,2.59,-0.05,-0.54,0.76,1.4
199601,-99.99,3.47,0.19,3.01,4.09,-0.42,0.11,1.63,3.23,5.14,0.56,-0.64,-0.04,0.67,-0.57,0.71,2.65,3,3.48
199602,-99.99,4.06,3.51,1.82,4.13,3.57,3.79,2.38,1.78,4.44,3.05,3.6,3.51,3.68,3.93,2.84,1.87,2.56,0.95
199603,-99.99,3.17,2.52,1.27,3.35,2.28,2.46,1.63,1.52,3.48,2.94,2,2.76,2.53,2.38,2.33,0.87,1.61,1.41
199604,-99.99,6.78,4.9,2.55,6.62,7.11,4.74,3.78,1.87,6.38,7.43,7.84,5.86,5.01,4.41,3.88,3.67,2.37,1.33
199605,-99.99,8.68,2.42,1.57,9.14,4.81,2.47,1.24,1.69,10.24,5.47,5.73,3.2,2.98,1.84,1.12,1.36,1.54,1.86
199606,-99.99,-3.5,-3.2,-0.89,-3.35,-4.25,-3.19,-1.99,-0.38,-2.87,-4.95,-4.46,-3.88,-3.19,-3.19,-2.23,-1.73,-0.87,0.14
199607,-99.99,-9.31,-8.3,-5.83,-9.01,-10.48,-8.62,-6.23,-5.38,-8.94,-9.23,-11.38,-9.14,-8.67,-8.57,-5.91,-6.57,-6.25,-4.43
199608,-99.99,4.06,6.62,3.97,3.79,6.22,6.97,5.48,3.15,3.31,5.38,5.93,6.67,7.57,6.28,5.6,5.35,3.48,2.79
199609,-99.99,2.38,4.48,5.43,2.16,3.98,4.87,4.56,5.68,1.71,3.64,3.88,4.12,4.61,5.19,4.13,5,5.49,5.89
199610,-99.99,-2.92,-2.08,0.69,-3.04,-2.35,-2.78,0.09,1.48,-3.32,-2.1,-2.16,-2.64,-3.3,-2.19,0.78,-0.64,0.75,2.28
199611,-99.99,1.49,3.98,6.81,1.21,3.06,4.24,5.81,7.33,0.73,2.83,3.32,2.66,4.04,4.46,5.7,5.93,7.16,7.52
199612,-99.99,-0.83,0.91,-1.77,-1.32,2.08,0.48,-0.05,-2.28,-2.14,1.39,2.39,1.61,0.53,0.43,0.76,-0.9,-2.49,-2.04
199701,-99.99,7.93,2.56,3.96,8.64,3.1,2.37,2.76,4.68,9.86,4.6,3.34,2.73,3.49,1.08,2.76,2.75,4.52,4.86
199702,-99.99,-1.55,-1.92,0.32,-1.21,-3.32,-1.94,-0.28,0.56,-0.9,-2.24,-3.76,-2.66,-1.7,-2.23,-0.47,-0.09,-0.16,1.34
199703,-99.99,-5.19,-5.24,-4.32,-4.97,-6.05,-5.2,-5.14,-4,-4.76,-5.65,-6.6,-5.21,-5.47,-4.9,-5.4,-4.87,-3.92,-4.08
199704,-99.99,-3.51,0.31,2.61,-3.71,-1.8,0.76,1.49,3.49,-3.34,-4.93,-2.21,-1.17,-0.06,1.7,1.86,1.1,2.42,4.67
199705,-99.99,8.15,12.72,7.94,7.24,13.77,13.27,9.41,7.42,5.98,11.4,14,13.42,13.61,12.87,9.98,8.82,7.69,7.13
199706,-99.99,4.35,4.45,3.47,4.33,4.35,4.88,3.46,3.74,4.07,5.18,4.49,4.14,5.18,4.55,3.9,3.02,2.69,4.88
199707,-99.99,4.47,6.23,8.54,4.61,4.69,5.95,6.92,9.11,4.18,6.23,3.32,6.51,5.66,6.27,6.46,7.47,9.26,8.95
199708,-99.99,4.54,1.75,-2.28,4.64,3.16,1.89,0.14,-3.46,4.67,4.5,3.73,2.4,2.71,1.03,0.35,-0.11,-1.72,-5.4
199709,-99.99,9.44,7.39,5.16,9.58,8.16,7.34,5.61,5.46,9.65,9.31,8.28,8.01,8.39,6.21,6.47,4.62,5.6,5.29
199710,-99.99,-1.41,-4.14,-3.81,-1.02,-4.18,-4.35,-4.72,-3.19,-0.33,-3.62,-4.62,-3.59,-5.02,-3.63,-4.52,-4.96,-3.41,-2.94
199711,-99.99,-3.04,-0.69,2.94,-3.23,-1.78,-0.6,1.74,3.43,-3.69,-1.49,-1.51,-2.14,-0.65,-0.56,1.48,2.04,2.59,4.36
199712,-99.99,-4.81,1.53,2.13,-5.37,0.37,1.6,1.77,2.67,-6.6,-0.82,-0.07,0.95,0.84,2.39,2.32,1.14,3.18,2.1
199801,-99.99,2.23,-1.01,-0.85,2.49,-0.55,-0.95,-0.79,-0.71,3.19,-0.09,0.08,-1.38,-0.38,-1.56,-0.51,-1.12,-2.13,0.91
199802,-99.99,5.49,8.6,8.04,5.16,8.39,8.93,7.86,8.08,4.7,6.85,8.21,8.63,8.85,9.02,7.76,7.97,8.45,7.66
199803,-99.99,5,4.62,4.64,5.14,4.16,4.32,4.88,4.85,5.14,5.15,3.86,4.54,4.3,4.34,5.45,4.24,4.28,5.5
199804,-99.99,3.41,1.06,0.69,3.73,1.24,0.54,0.55,1.05,4.24,1.88,0.76,1.86,0.46,0.62,1.01,0.03,0.87,1.27
199805,-99.99,-4.44,-5.72,-3.02,-4.28,-5.85,-6.23,-3.89,-2.63,-3.99,-5.33,-5.73,-6,-6.16,-6.31,-4.01,-3.75,-2.95,-2.28
199806,-99.99,-3.87,-0.4,0.9,-4.2,-0.78,-0.55,-0.76,2.07,-4.88,-1.74,-1.21,-0.24,0,-1.12,-0.31,-1.26,1.26,2.98
199807,-99.99,-5.5,-7.39,-3.95,-5.19,-7.77,-7.83,-5.7,-2.89,-4.98,-6.09,-7.86,-7.64,-7.64,-8.05,-5.7,-5.7,-4.37,-1.38
199808,-99.99,-20.97,-19.96,-16.15,-20.95,-20.51,-20.42,-18.54,-15.11,-20.5,-22.84,-21.1,-19.61,-20.53,-20.29,-19.23,-17.88,-15.23,-14.99
199809,-99.99,2.54,7.25,6.85,1.84,7.96,7.48,6.2,6.55,0.57,7.08,7.79,8.24,7.06,7.96,5.01,7.35,6.47,6.64
199810,-99.99,2.2,6.5,9.05,1.83,5.42,5.89,8.77,9.17,1.31,3.92,4.92,6.21,6.84,4.83,8.67,8.86,9.25,9.08
199811,-99.99,9.17,5.91,5.15,9.49,6.82,5.71,4.57,5.75,9.63,8.94,6.82,6.82,6.46,4.87,5.01,4.14,5.7,5.8
199812,-99.99,1.21,5.74,5.12,0.72,4.73,6.37,5.38,4.96,0.24,2.64,4.65,4.87,5.36,7.49,5.36,5.39,4.59,5.35
199901,-99.99,9.9,0.09,0.06,11.11,0.83,0.72,-1.95,1.5,12.66,4.95,1.37,-0.02,1.76,-0.44,-1.52,-2.37,0.21,2.85
199902,-99.99,-4.51,-7.38,-2.58,-3.99,-8.56,-7.93,-3.56,-1.66,-3.22,-7.03,-8.17,-9.2,-8.59,-7.2,-2.97,-4.13,-1.22,-2.12
199903,-99.99,-2.76,1.68,3.96,-3.09,0,2.51,2.55,3.77,-3.04,-3.27,-0.49,0.77,2.23,2.82,0.75,4.28,4.34,3.16
199904,-99.99,8.38,9.32,8.6,8.26,8.83,10.07,10.32,6.83,7.67,10.5,9.24,8.18,9.82,10.34,9,11.57,6.7,6.96
199905,-99.99,4.19,3.47,0.22,4.35,3.38,3.2,2.45,-0.51,4.5,3.79,3.02,3.96,3.51,2.85,3.47,1.47,0.31,-1.36
199906,-99.99,3.53,4.96,3.41,3.43,5.07,4.07,4.84,2.84,2.57,6.68,4.27,6.34,4.45,3.65,5.29,4.39,2.09,3.62
199907,-99.99,2.27,-1.83,-3.34,2.76,-1.56,-2.22,-1.37,-3.81,3.16,1.35,-1.07,-2.24,-1.88,-2.6,-0.31,-2.51,-3.88,-3.73
199908,-99.99,-3.55,-3.96,-2.14,-3.4,-4.47,-3.48,-3.32,-2.16,-3.52,-2.99,-4.56,-4.35,-2.66,-4.41,-4.45,-2.11,-2.25,-2.05
199909,-99.99,-2.06,0.08,-3.23,-2.33,-0.24,0.77,-1.38,-4.06,-2.72,-0.99,-0.25,-0.24,1.49,-0.06,-1,-1.8,-4.69,-3.36
199910,-99.99,-1.41,1.06,5.46,-1.54,-0.72,1.06,4.36,6.01,-1.23,-2.61,-0.55,-0.95,0.99,1.15,4.21,4.51,5.48,6.6
199911,-99.99,11.39,6.09,2.54,11.86,7.81,5.71,4.37,2,12.62,9.23,8.24,7.21,6.9,4.36,5.21,3.48,2.53,1.39
199912,-99.99,8.86,8.25,6.07,9.24,7.99,7.05,8.36,4.43,9.31,9.01,6.32,10.27,9.01,4.86,7.83,8.92,5.53,3.18
200001,-99.99,9.82,-4.19,-4.24,11.26,-1.31,-4.72,-4.11,-4.39,13.64,3.14,0.21,-3.39,-4.63,-4.81,-4.21,-3.99,-4.89,-3.82
200002,-99.99,17.03,6.87,-1.02,18.04,10.06,5.89,3.7,-3.16,19.42,13.34,10.29,9.76,7.8,3.75,4.63,2.71,-1,-5.58
200003,-99.99,-1.8,4.53,10.69,-1.96,-0.45,3.94,11.92,10.56,-1.96,-1.94,-0.77,0,1.09,7.12,12.86,10.92,9.88,11.32
200004,-99.99,-10.74,-3.61,-1.76,-11.05,-7.27,-2.5,-3.43,-0.92,-11.68,-8.86,-8.72,-5.27,-3.05,-1.88,-3.62,-3.23,-1.22,-0.57
200005,-99.99,-7.32,-2.83,-0.05,-7.43,-5.59,-1.96,-1.78,0.38,-7.39,-7.58,-6.57,-4.21,-2.11,-1.8,-2.72,-0.8,-0.52,1.4
200006,-99.99,9.07,4.51,-0.05,9.4,6.79,4.12,1.96,-1.06,8.44,12.69,6.89,6.64,4.33,3.88,2.17,1.74,-0.29,-1.95
200007,-99.99,-1.9,-3.69,-1.27,-1.98,-2.7,-3.31,-2.76,-1.08,-2.02,-1.87,-1.34,-4.29,-3.55,-3,-3.74,-1.62,-0.63,-1.57
200008,-99.99,5.08,7.59,10.17,4.95,6.08,8.16,9.29,9.94,3.99,7.81,5.94,6.25,7.99,8.39,8.19,10.56,9.74,10.16
200009,-99.99,-4.25,-5.1,-3.41,-4.13,-4.51,-5.86,-5.26,-2.21,-4.02,-4.45,-5.01,-3.92,-6.61,-4.91,-5.01,-5.56,-1.72,-2.73
200010,-99.99,-7.58,-6.57,-2.13,-7.9,-6.22,-6.93,-3.72,-2.05,-7.75,-8.37,-5.49,-7.05,-6.45,-7.55,-4.96,-2.27,-2.35,-1.73
200011,-99.99,-12.43,-13.37,-12.45,-12.46,-12.74,-14.17,-11.83,-12.54,-12.27,-13.03,-12.2,-13.37,-15.02,-13.09,-11.43,-12.29,-12.67,-12.4
200012,-99.99,-5.01,5.15,5,-6.28,3.1,5.34,6.81,4.46,-7.33,-3.22,2.97,3.24,4.32,6.63,7.53,5.97,6.69,2.11
200101,-99.99,30.57,19.28,9.01,31.57,23.41,19.94,11.84,8.33,32.84,27.92,24.36,22.31,22.64,16.56,13.23,10.22,9.87,6.67
200102,-99.99,-5.67,-11.09,-11.26,-5.3,-8.77,-12.31,-10.7,-11.22,-4.52,-7.55,-7.95,-9.72,-12.06,-12.63,-10.16,-11.33,-9.03,-13.59
200103,-99.99,-5.83,-9.22,-9.6,-5.58,-7.34,-10.2,-9.38,-9.95,-4.73,-7.97,-7.4,-7.26,-10.53,-9.8,-9.72,-8.98,-9.42,-10.52
200104,-99.99,5.71,10.47,12.96,5.28,8.33,11.29,12.92,12.09,3.67,9.79,8.31,8.35,11.51,11.01,11.57,14.51,12.29,11.87
200105,-99.99,9,3.51,1.51,9.53,4.33,3.73,3.59,0.82,8.66,11.9,5.81,2.56,3.18,4.42,4.31,2.75,2.31,-0.79
200106,-99.99,1.74,2.55,-2.1,1.1,4.89,2.19,0.23,-2.77,0.8,1.93,5.56,4.09,3.51,0.51,1.18,-0.89,-1.79,-3.83
200107,-99.99,-2.61,-4.87,-2.4,-2.02,-6.56,-4.88,-2.18,-2.24,-1.46,-4.03,-6.42,-6.77,-5.02,-4.7,-1.7,-2.66,-3.79,-0.48
200108,-99.99,-3.52,-4.86,-5.61,-3.33,-4.93,-4.49,-5.4,-5.61,-3.29,-3.47,-4.72,-5.23,-4.14,-4.9,-5.21,-5.6,-4.86,-6.46
200109,-99.99,-12.65,-15.52,-13.22,-12.07,-16.65,-15.3,-14.79,-11.45,-11.26,-14.86,-16.3,-17.16,-16.56,-13.78,-13.34,-16.26,-12.28,-10.51
200110,-99.99,8.01,10.4,5.64,7.83,9.64,10.93,8.39,4.41,7.93,7.51,9.13,10.39,10.96,10.9,9.02,7.76,6.1,2.48
200111,-99.99,7.34,10.51,9.75,6.74,11.33,10.11,10.19,9.01,5.9,9.66,10.98,11.83,10.72,9.38,9.35,11.05,8.94,9.09
200112,-99.99,6.75,7.2,2.95,6.46,8.41,6.75,5.22,2.42,5.84,8.59,8.49,8.3,6.48,7.07,6.55,3.87,2.91,1.87
200201,-99.99,3.82,-2.35,-1.79,4.77,-2.37,-2.32,-2.13,-0.99,6.31,-0.48,-1.82,-3.18,-1.9,-2.83,-1.05,-3.23,-0.74,-1.26
200202,-99.99,-4.29,-3.58,-2.73,-4.13,-4.74,-3.74,-2.47,-2.81,-3.63,-5.81,-5.22,-4.05,-4.13,-3.26,-2.36,-2.59,-2.52,-3.15
200203,-99.99,8.29,8.56,7.43,8,9.65,8.54,7.78,7.08,7.69,9.02,9.97,9.2,9.44,7.45,7.5,8.07,7.45,6.66
200204,-99.99,1.16,-1.96,-4.31,1.32,0.12,-2.67,-3.14,-5.08,1.59,0.41,0.22,-0.02,-2.66,-2.68,-3.34,-2.93,-4.3,-5.97
200205,-99.99,-1.73,-5.27,-2.28,-0.87,-6.54,-5.57,-2.89,-1.75,0.43,-5.23,-6.64,-6.4,-6.65,-4.26,-2.57,-3.23,-1.73,-1.79
200206,-99.99,-6.3,-8.05,-9.88,-6.38,-6.52,-8.07,-9.88,-9.41,-7.27,-3.38,-5.9,-7.43,-7.71,-8.51,-9.06,-10.74,-8.93,-9.95
200207,-99.99,-12.28,-12.74,-9.34,-11.89,-15.91,-11.38,-10.15,-8.8,-10.58,-16.79,-15.55,-16.34,-13.6,-8.8,-10,-10.3,-9.83,-7.65
200208,-99.99,-0.08,1.34,0.59,0,0.3,1.31,0.82,0.64,0.37,-1.37,-0.7,1.5,1.36,1.26,1.12,0.52,0.55,0.73
200209,-99.99,-8.77,-8.55,-10.38,-8.89,-8.01,-8.37,-10.57,-9.73,-8.9,-8.85,-7.82,-8.23,-7.54,-9.32,-9.59,-11.55,-9.02,-10.53
200210,-99.99,4.4,5.14,6.4,4.3,4.85,5.64,5.32,6.84,4.16,4.82,5.17,4.46,6.41,4.74,5.04,5.61,7.11,6.54
200211,-99.99,14.37,10.75,8.5,14.46,13.09,9.57,11.08,6.95,14.07,15.85,13.64,12.44,9.94,9.14,10.86,11.29,7.1,6.78
200212,-99.99,-5.31,-5,-4.59,-5.17,-5.77,-4.96,-4.74,-4.65,-4.8,-6.5,-6.38,-5.04,-5.49,-4.35,-5,-4.47,-3.88,-5.51
200301,-99.99,1.5,-2.92,-2.14,2.14,-3.35,-3.25,-2.01,-2.02,3.58,-2.92,-3.51,-3.16,-3.16,-3.36,-1.66,-2.36,-1.62,-2.47
200302,-99.99,-2.65,-3.03,-2.16,-2.6,-2.99,-3.43,-2.4,-1.89,-1.85,-5.23,-3.07,-2.91,-3.85,-2.95,-2.17,-2.64,-1.1,-2.79
200303,-99.99,1.34,1.34,0.78,1.29,1.55,1.27,1,0.91,1.59,0.27,1.69,1.39,1.17,1.39,1.44,0.54,1.33,0.43
200304,-99.99,10.29,10.83,8.73,10.11,11.02,10.91,10.59,8.22,9.57,11.93,11.59,10.33,11.88,9.77,11.5,9.65,7.37,9.19
200305,-99.99,16.21,11.15,8.82,16.75,12.66,10.02,10.36,8.13,17.05,15.73,12.27,13.13,10.72,9.22,10.65,10.07,9.24,6.86
200306,-99.99,6.87,2.09,0.64,7.51,2.18,2.13,1.34,0.59,7.92,6.18,2.22,2.13,2.07,2.19,1.94,0.72,0.07,1.19
200307,-99.99,8.79,5.13,2.55,8.91,7.19,4.82,3.71,1.98,9.17,7.91,7.9,6.36,5.08,4.5,3.84,3.58,2.14,1.81
